S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
34,2026-07-14T07:11:37Z,#1574,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,CPENT-V02-iLEARN-US,"Certified Penetration Testing Professional (CPENT) Version 2- Includes 1 Year Access To Videos, e-Courseware, 6 Months iLabs Access And 90 Day Range Key",,,3,3170.27,9510.81,0,9510.81,1236.41,0.0,10747.22,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,#1574.2,Canada (Manual Bank Transfer),2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,"========================
RESTOCKING ENGINE

Processed: 14 Jul 2026, 07:13:20 AM UTC

Return ID: 13129482305

Returned Item (1):

• Certified Penetration Testing Professional (CPENT) Version 2- Includes 1 Year Access To Videos, e-Courseware, 6 Months iLabs Access And 90 Day Range Key
  • Qty   : 3
  • Value : CAD 9510.81

Restocking Fee       : CAD 951.08
Tax Amount           : CAD 123.64
Final Deduction      : CAD 1074.72
Cumulative Deduction : CAD 1074.72

========================

",SUCCESS,2026-07-14T07:12:49Z,
35,2026-07-14T07:08:11Z,#1573,sameer.singh@eccouncil.org,PAID,CPENT-V02-iLEARN-US,"Certified Penetration Testing Professional (CPENT) Version 2- Includes 1 Year Access To Videos, e-Courseware, 6 Months iLabs Access And 90 Day Range Key",,,3,3170.27,9510.81,0,9510.81,1236.41,0.0,10747.22,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,,,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,"========================
RESTOCKING ENGINE

Processed: 14 Jul 2026, 07:09:31 AM UTC

Return ID: 13129416769

Returned Item (1):

• Certified Penetration Testing Professional (CPENT) Version 2- Includes 1 Year Access To Videos, e-Courseware, 6 Months iLabs Access And 90 Day Range Key
  • Qty   : 3
  • Value : CAD 9510.81

Restocking Fee       : CAD 951.08
Tax Amount           : CAD 123.64
Final Deduction      : CAD 1074.72
Cumulative Deduction : CAD 1074.72

========================

",SUCCESS,2026-07-14T07:09:02Z,
36,2026-07-14T07:07:01Z,#1572,sameer.singh@eccouncil.org,PARTIALLY_PAID,CHFI-V11-DRM,Computer Hacking Forensic Investigator (CHFI) Version 11 eBook,DRM,CHFI,1,519.37,519.37,0,519.37,67.52,0.0,586.89,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,#1572.2,manual,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
37,2026-07-14T07:06:01Z,#1571,sameer.singh@eccouncil.org,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) Version 2 eBook with Exam Voucher (RPS), CPENT Cyber Range for 90 Days & Lab for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,1,1982.8,1982.8,0,2169.75,282.06,0.0,2451.81,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,,,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,SUCCESS,2026-07-14T07:06:29Z,
38,2026-07-14T07:06:01Z,#1571,sameer.singh@eccouncil.org,PENDING,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,"Continuing Education Bundle: Certified Secure Computer User (CSCU) Version 3 e-Courseware with Exam Voucher (RPS), iLabs & Videos",DRM W/PU EV + iLabs + iVideo,CSCU,1,186.95,186.95,0,2169.75,282.06,0.0,2451.81,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,,,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,SUCCESS,2026-07-14T07:06:29Z,
39,2026-07-14T07:04:26Z,#1570,sameer.singh@eccouncil.org,PENDING,CSCU-V03-CNT-EDU-DRM-RPS-EV-iLAB-VID,"Continuing Education Bundle: Certified Secure Computer User (CSCU) Version 3 e-Courseware with Exam Voucher (RPS), iLabs & Videos",DRM W/PU EV + iLabs + iVideo,CSCU,2,186.95,373.9,0,373.9,48.61,0.0,422.51,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,,,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,SUCCESS,2026-07-14T07:05:10Z,
40,2026-07-14T07:03:22Z,#1569,sameer.singh@eccouncil.org,PENDING,DFE-V01-iLEARN,Digital Forensics Essentials  (DFE) Version 1 iLearn Kit,,,3,431.01,1293.03,0,1293.03,168.09,0.0,1461.12,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,"Logan Bryant
",S2L8R3M,Net 7,,,2026-07-21,EC-Council Canada Inc.,SO15,ECCC,Academia US,016,201,,,,
41,2026-07-10T06:18:11Z,#1568,gargeepawarecc@gmail.com,PARTIALLY_PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,2199.0,175.92,0.0,2374.92,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,A-B-C-D Ln,North Ferrisburgh,Vermont,VT,United States,US,05473,,,,,,,,,,Net 7,#1568.1,US (Manual Bank Transfer),2026-07-17,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
42,2026-07-09T06:54:41Z,#1567,Kurakula.Chaya@eccouncil.org,PARTIALLY_REFUNDED,,CASE .Java - Full Bundle,,,4,1399.0,5596.0,0,5596.0,447.68,0.0,6043.68,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,#1567.4,US (Manual Bank Transfer),2026-07-16,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,"========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 07:30:32 AM UTC

Return ID: 13059522625

Returned Item (1):

• CASE .Java - Full Bundle
  • Qty   : 1
  • Value : USD 1500.00

Restocking Fee       : USD 139.90
Tax Amount           : USD 11.19
Final Deduction      : USD 151.09
Cumulative Deduction : USD 453.27

========================

========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 06:59:33 AM UTC

Return ID: 13059162177

Returned Item (1):

• CASE .Java - Full Bundle
  • Qty   : 1
  • Value : USD 1399.00

Restocking Fee       : USD 139.90
Tax Amount           : USD 11.19
Final Deduction      : USD 151.09
Cumulative Deduction : USD 302.18

========================

========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 06:56:15 AM UTC

Return ID: 13059063873

Returned Item (1):

• CASE .Java - Full Bundle
  • Qty   : 1
  • Value : USD 1399.00

Restocking Fee       : USD 139.90
Tax Amount           : USD 11.19
Final Deduction      : USD 151.09
Cumulative Deduction : USD 151.09

========================

",SUCCESS,2026-07-09T06:55:22Z,
43,2026-07-08T13:17:20Z,#1566,Kurakula.Chaya@eccouncil.org,PARTIALLY_REFUNDED,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,20,2199.0,43980.0,0,43980.0,3518.4,0.0,47498.4,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,Time Square Bldg 30001,Rochester,New York,NY,United States,US,14614,,,Net 7,#1566.2,US (Manual Bank Transfer),2026-07-15,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,"========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 05:06:23 AM UTC

Return ID: 13058080833

Returned Item (1):

• CPENT Training Course - Full Bundle
  • Qty   : 1
  • Value : USD 2199.00

Restocking Fee       : USD 219.90
Tax Amount           : USD 17.60
Final Deduction      : USD 237.50
Cumulative Deduction : USD 1187.50

========================

========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 04:36:21 AM UTC

Return ID: 13057556545

Returned Item (1):

• CPENT Training Course - Full Bundle
  • Qty   : 1
  • Value : USD 2199.00

Restocking Fee       : USD 219.90
Tax Amount           : USD 17.60
Final Deduction      : USD 237.50
Cumulative Deduction : USD 950.00

========================

========================
RESTOCKING ENGINE

Processed: 09 Jul 2026, 04:30:23 AM UTC

Return ID: 13057491009

Returned Item (1):

• CPENT Training Course - Full Bundle
  • Qty   : 1
  • Value : USD 2199.00

Restocking Fee       : USD 219.90
Tax Amount           : USD 17.60
Final Deduction      : USD 237.50
Cumulative Deduction : USD 712.50

========================

========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 01:26:42 PM UTC

Return ID: 13046022209

Returned Item (1):

• CPENT Training Course - Full Bundle
  • Qty   : 1
  • Value : USD 2199.00

Restocking Fee       : USD 219.90
Tax Amount           : USD 17.60
Final Deduction      : USD 237.50
Cumulative Deduction : USD 475.00

========================

========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 01:20:11 PM UTC

Return ID: 13045792833

Returned Item (1):

• CPENT Training Course - Full Bundle
  • Qty   : 1
  • Value : USD 2199.00

Restocking Fee       : USD 219.90
Tax Amount           : USD 17.60
Final Deduction      : USD 237.50
Cumulative Deduction : USD 237.50

========================

",SUCCESS,2026-07-08T13:19:11Z,
44,2026-07-08T13:08:10Z,#1565,Kurakula.Chaya@eccouncil.org,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,2,2199.0,4398.0,0,4398.0,351.84,0.0,4749.84,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,,,,,,,,,,Net 7,,,2026-07-15,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-07-08T13:10:37Z,
45,2026-07-08T09:13:56Z,#1564,gargeepawarecc@gmail.com,PAID,,CASE .Java - Full Bundle,,,22,1399.0,30778.0,0,30778.0,2462.24,0.0,33240.24,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,#1564.1,manual,2026-07-15,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,"========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 09:15:36 AM UTC

Return ID: 13042843713

Returned Item (1):

• CASE .Java - Full Bundle
  • Qty   : 1
  • Value : USD 1399.00

Restocking Fee       : USD 139.90
Tax Amount           : USD 11.19
Final Deduction      : USD 151.09
Cumulative Deduction : USD 151.09

========================

",SUCCESS,2026-07-08T09:14:48Z,
46,2026-07-08T08:54:08Z,#1563,sameer.singh@eccouncil.org,PAID,CCT-V01-iLAB,Certified Cybersecurity Technician (CCT) v1 - Labs,iLabs,CCT,1,236.56,236.56,0,236.56,30.75,0.0,267.31,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,,,,,,,,,,,,,,,,,Net 7,#1563.1,Canada (Manual Bank Transfer),2026-07-15,EC-Council Canada Inc.,SO15,ECCC,,,,,SUCCESS,2026-07-08T08:57:51Z,
47,2026-07-07T07:17:43Z,#1562,sameer.singh@eccouncil.org,PAID,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,377.96,1133.88,0,3190.33,414.74,0.0,3605.07,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,#1562.1,manual,2026-07-14,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 13 Jul 2026, 09:05:00 AM UTC

Return ID: 13113065537

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 183.40

========================

========================
RESTOCKING ENGINE

Processed: 10 Jul 2026, 06:13:57 AM UTC

Return ID: 13075054657

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 134.41

========================

========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 09:08:13 AM UTC

Return ID: 13042810945

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 85.42

========================

========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 04:52:58 PM UTC

Return ID: 13028327489

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 42.71

========================

",SUCCESS,2026-07-07T07:18:11Z,
48,2026-07-07T07:17:43Z,#1562,sameer.singh@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,3,433.51,1300.53,0,3190.33,414.74,0.0,3605.07,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,#1562.1,manual,2026-07-14,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 13 Jul 2026, 09:05:00 AM UTC

Return ID: 13113065537

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 183.40

========================

========================
RESTOCKING ENGINE

Processed: 10 Jul 2026, 06:13:57 AM UTC

Return ID: 13075054657

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 134.41

========================

========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 09:08:13 AM UTC

Return ID: 13042810945

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 85.42

========================

========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 04:52:58 PM UTC

Return ID: 13028327489

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 42.71

========================

",SUCCESS,2026-07-07T07:18:11Z,
49,2026-07-07T07:17:43Z,#1562,sameer.singh@eccouncil.org,PAID,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,2,377.96,755.92,0,3190.33,414.74,0.0,3605.07,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,#1562.1,manual,2026-07-14,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 13 Jul 2026, 09:05:00 AM UTC

Return ID: 13113065537

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 183.40

========================

========================
RESTOCKING ENGINE

Processed: 10 Jul 2026, 06:13:57 AM UTC

Return ID: 13075054657

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.51

Restocking Fee       : CAD 43.35
Tax Amount           : CAD 5.64
Final Deduction      : CAD 48.99
Cumulative Deduction : CAD 134.41

========================

========================
RESTOCKING ENGINE

Processed: 08 Jul 2026, 09:08:13 AM UTC

Return ID: 13042810945

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 85.42

========================

========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 04:52:58 PM UTC

Return ID: 13028327489

Returned Item (1):

• Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 1
  • Value : CAD 377.96

Restocking Fee       : CAD 37.80
Tax Amount           : CAD 4.91
Final Deduction      : CAD 42.71
Cumulative Deduction : CAD 42.71

========================

",SUCCESS,2026-07-07T07:18:11Z,
50,2026-07-06T12:47:47Z,#1561,sameer.singh@eccouncil.org,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,2,378.2,756.4,0,2324.78,302.22,0.0,2627.0,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,,,2026-07-13,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 06:21:08 AM UTC

Return ID: 13020594241

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.78

Restocking Fee       : CAD 43.38
Tax Amount           : CAD 5.64
Final Deduction      : CAD 49.02
Cumulative Deduction : CAD 134.49

========================

========================
RESTOCKING ENGINE

Processed: 06 Jul 2026, 12:48:47 PM UTC

Return ID: 13007061057

Returned Item (1):

• Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 2
  • Value : CAD 756.40

Restocking Fee       : CAD 75.64
Tax Amount           : CAD 9.83
Final Deduction      : CAD 85.47
Cumulative Deduction : CAD 85.47

========================

",SUCCESS,2026-07-06T12:48:13Z,
51,2026-07-06T12:47:47Z,#1561,sameer.singh@eccouncil.org,PENDING,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,1,433.78,433.78,0,2324.78,302.22,0.0,2627.0,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,,,2026-07-13,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 06:21:08 AM UTC

Return ID: 13020594241

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.78

Restocking Fee       : CAD 43.38
Tax Amount           : CAD 5.64
Final Deduction      : CAD 49.02
Cumulative Deduction : CAD 134.49

========================

========================
RESTOCKING ENGINE

Processed: 06 Jul 2026, 12:48:47 PM UTC

Return ID: 13007061057

Returned Item (1):

• Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 2
  • Value : CAD 756.40

Restocking Fee       : CAD 75.64
Tax Amount           : CAD 9.83
Final Deduction      : CAD 85.47
Cumulative Deduction : CAD 85.47

========================

",SUCCESS,2026-07-06T12:48:13Z,
52,2026-07-06T12:47:47Z,#1561,sameer.singh@eccouncil.org,PENDING,,"Network Defense Essentials (NDE) courseware, video, Exam Voucher (RPS), lab",,,3,378.2,1134.6,0,2324.78,302.22,0.0,2627.0,CAD,529801467312,SAP2M7L8X4ZW,Tata Sonic,,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,82 Labadie Rd,Windsor,Ontario,ON,Canada,CA,N8W 4J7,,,Net 7,,,2026-07-13,EC-Council Canada Inc.,SO15,ECCC,,,,"========================
RESTOCKING ENGINE

Processed: 07 Jul 2026, 06:21:08 AM UTC

Return ID: 13020594241

Returned Item (1):

• Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle
  • Qty   : 1
  • Value : CAD 433.78

Restocking Fee       : CAD 43.38
Tax Amount           : CAD 5.64
Final Deduction      : CAD 49.02
Cumulative Deduction : CAD 134.49

========================

========================
RESTOCKING ENGINE

Processed: 06 Jul 2026, 12:48:47 PM UTC

Return ID: 13007061057

Returned Item (1):

• Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab
  • Qty   : 2
  • Value : CAD 756.40

Restocking Fee       : CAD 75.64
Tax Amount           : CAD 9.83
Final Deduction      : CAD 85.47
Cumulative Deduction : CAD 85.47

========================

",SUCCESS,2026-07-06T12:48:13Z,
53,2026-07-03T08:57:07Z,#1560,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,2,75.99,151.98,0,2065.98,103.3,0.0,2169.28,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,Time Square Bldg,Rochester,New York,NY,United States,US,14614,,,Net 7,#1560.3,US (Manual Bank Transfer),2026-07-10,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,"========================
RESTOCKING ENGINE

Processed: 03 Jul 2026, 09:01:01 AM UTC

Return ID: 12962496577

Returned Item (1):

• EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service)
  • Qty   : 3
  • Value : USD 1914.00

Restocking Fee       : USD 191.40
Tax Amount           : USD 15.32
Final Deduction      : USD 206.72
Cumulative Deduction : USD 223.14

========================

========================
RESTOCKING ENGINE

Processed: 03 Jul 2026, 08:59:45 AM UTC

Return ID: 12962431041

Returned Item (1):

• Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS
  • Qty   : 2
  • Value : USD 151.98

Restocking Fee       : USD 15.20
Tax Amount           : USD 1.22
Final Deduction      : USD 16.42
Cumulative Deduction : USD 16.42

========================

",SUCCESS,2026-07-03T08:57:30Z,
54,2026-07-03T08:57:07Z,#1560,sameer.singh@eccouncil.org,PARTIALLY_REFUNDED,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,3,638.0,1914.0,0,2065.98,103.3,0.0,2169.28,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,Time Square Bldg,Rochester,New York,NY,United States,US,14614,,,Net 7,#1560.3,US (Manual Bank Transfer),2026-07-10,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,"========================
RESTOCKING ENGINE

Processed: 03 Jul 2026, 09:01:01 AM UTC

Return ID: 12962496577

Returned Item (1):

• EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service)
  • Qty   : 3
  • Value : USD 1914.00

Restocking Fee       : USD 191.40
Tax Amount           : USD 15.32
Final Deduction      : USD 206.72
Cumulative Deduction : USD 223.14

========================

========================
RESTOCKING ENGINE

Processed: 03 Jul 2026, 08:59:45 AM UTC

Return ID: 12962431041

Returned Item (1):

• Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS
  • Qty   : 2
  • Value : USD 151.98

Restocking Fee       : USD 15.20
Tax Amount           : USD 1.22
Final Deduction      : USD 16.42
Cumulative Deduction : USD 16.42

========================

",SUCCESS,2026-07-03T08:57:30Z,
